movie_id,actor_id
691,962
691,821
692,1217
692,1218
692,1219
694,966
694,1220
694,1221
695,108
695,1222
695,1223
695,1224
696,1225
696,1226
696,1227
697,434
697,669
697,764
699,1228
699,1229
699,1230
700,1231
700,1232
700,1233
701,222
701,1234
701,1235
702,1236
702,357
702,1237
703,128
703,1238
703,1239
704,1240
704,1241
705,1242
705,1243
705,722
706,1244
706,1245
706,1246
707,583
707,614
707,1247
708,643
708,771
708,1248
709,1249
709,1250
709,1251
710,1252
710,516
710,557
711,912
711,718
711,1253
712,20
712,50
712,957
713,51
713,1247
713,1254
714,242
714,1255
714,1256
715,1257
715,661
715,1258
716,1259
716,1260
716,1261
717,1262
717,506
717,1263
718,1264
718,640
718,1265
719,770
719,501
719,1266
722,1267
722,1268
722,1269
724,1270
724,1271
724,1272
725,418
725,566
725,1252
726,45
726,650
726,1070
727,1273
727,1274
727,1275
728,1276
728,1277
728,1278
731,213
731,512
731,199
732,1279
732,1280
732,1281
734,8
734,557
734,1031
735,1282
735,1283
735,1284
736,1285
736,389
736,1286
737,1287
737,1288
737,1289
739,1290
739,1141
739,1291
741,1292
741,1293
741,1294
742,938
742,563
742,1295
743,34
743,1296
743,1297
744,1298
744,1299
744,1300
745,1301
745,1302
746,1303
746,1304
746,1305
747,202
747,1306
747,1023
748,163
748,886
748,1307
749,1308
749,1309
749,1310
751,1311
751,1312
751,1313
752,1314
752,1315
752,1316
753,1317
753,1318
753,643
754,76
754,1319
754,1320
755,1321
755,1322
755,1323
757,322
757,1324
757,864
758,1325
758,1326
758,1327
759,1328
760,1329
760,1330
760,1331
761,1332
761,1333
761,747
762,77
762,1334
762,437
763,982
763,1335
763,76
764,1336
764,1337
764,1338
765,4
765,1339
765,1340
766,392
766,1341
766,994
767,1342
767,1343
767,7
768,1344
768,1176
768,1345
769,758
769,1346
769,1347
770,1348
770,1349
770,1350
772,1351
772,1352
772,1353
773,1354
773,1355
773,1356
774,1357
774,1358
774,1359
775,1194
775,1360
775,1162
776,227
776,1361
776,487
777,1362
777,1363
777,1364
778,685
778,1365
778,428
779,509
779,548
779,1366
780,915
780,270
780,566
781,417
781,1337
781,1026
782,17
782,56
782,513
783,77
783,236
783,1367
784,53
784,761
784,1368
785,57
785,1070
785,1369
786,585
786,1370
786,870
788,250
788,785
788,1371
792,1372
792,1373
792,1374
794,1375
794,1376
794,1377
795,753
795,186
795,507
796,1378
796,1379
796,1380
797,1381
797,305
797,1382
798,65
798,1383
798,1384
799,401
799,1385
799,1386
800,1362
800,1387
800,1388
801,1389
801,78
801,1390
802,254
802,1391
802,1392
803,444
803,334
803,1393
804,373
804,1394
804,1395
805,859
805,173
805,418
806,638
806,1396
806,873
808,1397
808,1398
808,1399
809,73
809,177
809,1400
810,1401
810,427
810,1402
813,1369
813,859
813,917
814,1403
814,1404
814,1405
816,1406
816,1407
816,1408
818,1036
818,1037
818,241
819,1409
819,1410
819,1411
820,1412
820,1413
820,1414
822,1415
822,1416
822,1417
824,1418
824,1419
824,1420
827,395
827,248
827,1421
828,558
828,22
828,1422
829,845
829,1423
829,1424
830,1425
830,1426
830,14
831,1427
831,1428
831,1429
832,131
832,745
832,60
833,1430
833,438
833,1431
834,1432
834,1433
834,1434
835,1435
835,429
835,1436
836,434
836,639
836,1437
837,61
837,1244
837,1438
838,584
838,1439
838,515
839,1440
839,1441
839,1442
840,778
840,1443
840,1444
843,1445
843,1446
843,1447
845,1448
845,1449
845,1450
846,1451
846,938
846,387
847,979
847,1452
847,1386
848,715
848,129
848,1453
849,677
849,443
849,1454
850,1455
850,323
850,1456
851,1457
851,740
851,1458
852,508
852,60
852,883
853,1459
854,1460
854,1461
854,1462
856,1463
856,1464
856,1465
857,1466
857,1467
857,1468
858,1469
858,16
858,870
859,1470
859,1471
859,1472
860,1473
860,1474
860,1475
861,297
861,1476
861,1324
862,1477
862,1478
862,1479
864,1480
864,923
864,711
865,1481
865,1482
865,1483
866,734
866,480
866,1484
867,202
867,1485
867,1244
869,152
869,706
869,511
870,46
870,951
870,1486
873,1487
873,1488
873,1489
874,676
874,1490
874,1491
875,1492
875,1493
875,1494
877,392
877,1495
877,1496
878,1497
878,1498
878,1499
879,846
879,414
879,132
880,121
880,1469
880,18
881,1500
881,1501
881,1502
882,479
882,71
882,64
884,1503
884,145
884,1504
885,458
885,1003
885,1505
886,1252
886,275
886,870
887,1506
887,1440
887,1507
888,1508
888,1509
888,1510
888,1511
889,1512
889,1513
890,181
890,1514
890,51
891,1515
891,1516
891,1517
892,302
892,1518
892,1519
893,583
893,806
893,1520
895,1521
895,1522
895,1523
896,1524
896,1525
896,1526
897,1527
897,1528
897,1204
898,1529
898,605
898,1530
899,1531
899,1532
899,1533
900,1531
900,1534
900,1535
901,1536
901,1537
901,1538
902,1536
902,1539
902,1540
903,1530
903,1541
903,1542
904,1530
904,1543
904,1544
905,1545
905,1546
905,1547
906,1548
906,1528
906,1549
907,1537
907,1550
907,1551
908,1529
908,1552
908,1553
909,8
909,1216
909,1554
910,1555
910,1032
910,8
911,1529
911,1536
911,7
912,1556
912,1528
912,1557
913,1556
913,1558
913,1559
914,1536
914,1560
914,1561
915,1556
915,1536
915,1058
916,1562
916,1536
916,1563
917,1564
917,1565
917,1566
918,1567
918,1568
918,1558
919,1567
919,1569
919,1570
920,1545
920,1571
920,1572
921,1573
921,1574
921,1575
923,1576
923,1549
923,1577
924,1578
924,1579
924,1580
925,1581
925,758
925,1582
926,1583
926,1584
926,1585
927,1586
927,1587
927,1588
928,1589
928,1590
928,1585
929,1591
929,1592
929,1593
930,1529
930,1528
930,1594
931,1528
931,1562
931,1595
932,1529
932,1596
932,1597
933,1529
933,1543
933,1598
934,1599
934,1600
934,1601
935,1537
935,1602
935,1535
936,1603
936,1604
936,1605
937,1527
937,1536
937,1606
938,1534
938,1606
938,1607
939,1560
939,1608
939,1609
940,1321
940,1610
940,1611
941,1612
941,1613
941,1611
942,1614
942,1615
942,1616
943,1614
943,1560
943,1585
944,1617
944,1618
944,1619
945,1537
945,1550
945,1619
946,1620
946,1621
946,1622
947,1623
947,1620
947,1551
948,1601
948,1624
948,1625
949,1625
949,1626
949,1627
950,1623
950,1628
950,1629
951,1529
951,1588
951,1057
952,1630
952,1631
952,1632
953,1530
953,1633
953,1634
954,1530
954,1635
954,1594
955,605
955,1529
955,1636
956,1529
956,1637
956,1638
957,1639
957,1640
957,1641
958,1642
958,1643
958,1644
959,1583
959,1645
959,1646
960,1647
960,1584
960,1594
961,1648
961,1649
961,1650
962,1303
962,1594
962,1651
963,1652
963,1653
963,1654
964,1655
964,1656
964,1657
965,1658
965,1659
965,1660
966,1615
966,1661
966,1662
967,1663
967,1572
967,1664
968,1665
968,1666
968,1667
969,1556
969,605
969,1668
971,1601
971,620
971,1669
972,1601
972,1670
972,1671
973,1527
973,1642
973,1672
974,1548
974,1673
974,1674
975,1675
975,1676
975,1677
976,1527
976,1678
976,1679
977,1680
977,1681
977,1682
978,1683
978,758
978,1684
979,1122
979,1685
979,1686
981,184
981,1687
981,1688
982,1058
982,1541
982,1689
983,1690
983,1691
983,1692
986,1693
986,1091
986,556
987,91
987,731
987,806
988,1694
988,403
988,1695
990,25
990,484
990,653
991,300
991,486
991,247
992,318
992,276
992,1696
993,761
993,328
993,1697
994,1698
994,439
994,1699
996,416
996,1700
996,1701
997,619
997,892
997,1702
998,785
998,1703
998,1704
999,1705
999,1693
999,1706
1000,189
1000,1707
1000,1086
1002,1708
1002,1709
1002,1710
1003,383
1003,59
1003,313
1004,498
1004,172
1004,682
1005,824
1005,1711
1005,1712
1006,448
1006,59
1006,237
1007,1713
1007,1714
1007,1715
1008,1716
1008,1717
1008,1718
1009,1563
1009,1581
1009,1515
1011,1678
1011,1719
1011,1720
1012,1721
1012,1716
1012,1722
1013,1723
1013,1724
1013,1725
1014,1726
1014,1723
1014,1727
1015,401
1015,164
1015,1728
1016,1554
1016,1729
1016,1722
1017,1730
1017,1721
1017,1731
1018,1723
1018,1732
1018,1733
1019,1734
1019,1553
1019,1323
1020,1084
1020,226
1020,1735
1021,951
1021,1736
1021,1737
1022,1738
1022,1739
1022,1740
1023,1741
1023,1097
1023,1742
1025,1743
1025,1741
1025,1744
1027,508
1027,639
1027,179
1028,1745
1028,1746
1028,1747
1029,1097
1029,1748
1029,1749
1030,1750
1030,1751
1030,1752
1031,1753
1031,1747
1031,1754
1032,1755
1032,1756
1032,1757
1033,1758
1033,677
1033,1759
1034,780
1034,165
1034,645
1035,1745
1035,1760
1035,1761
1036,416
1036,384
1036,1762
1037,1763
1037,28
1037,1764
1038,357
1038,634
1038,1003
1039,1765
1039,1766
1039,1767
1040,38
1040,328
1040,1003
1041,1768
1041,1769
1041,1770
1042,1
1042,1337
1042,1771
1043,714
1043,88
1043,1772
1044,40
1044,1773
1044,66
1045,1774
1045,1775
1045,1776
1046,1777
1046,1778
1046,1779
1047,42
1047,418
1047,1780
1049,31
1049,18
1049,648
1050,16
1050,213
1050,137
1051,443
1051,1246
1051,1781
1052,1381
1052,728
1052,961
1053,946
1053,815
1053,1782
1054,1783
1054,973
1054,1784
1055,886
1055,542
1055,1041
1056,684
1056,48
1056,594
1057,144
1057,1425
1057,247
1058,1785
1058,1786
1058,1787
1060,1788
1060,1789
1060,950
1061,17
1061,37
1061,581
1062,57
1062,750
1062,130
1063,794
1063,1238
1063,1790
1064,1791
1064,1792
1064,1793
1064,1040
1066,1537
1066,1550
1066,1619
1067,1537
1067,1794
1067,1795
1068,1796
1068,1797
1068,1060
1069,1798
1069,1799
1069,1800
1070,1797
1070,1664
1070,1801
1076,1596
1076,1802
1076,1803
1077,144
1077,14
1077,1804
1078,144
1078,1805
1078,1806
1079,1807
1079,778
1079,560
1080,1808
1080,1807
1080,1809
1081,1745
1081,766
1081,1810
1082,1811
1082,1812
1082,1604
1083,1032
1083,1813
1083,8
1084,604
1084,237
1084,1814
1085,1599
1085,1815
1085,1816
1086,1581
1086,1543
1086,1817
1087,1818
1087,1819
1087,1820
1088,494
1088,1821
1088,1822
1089,186
1089,50
1089,368
1090,886
1090,966
1090,705
1091,544
1091,1823
1091,1824
1092,31
1092,45
1092,89
1093,1825
1093,1826
1093,1827
1093,1828
1094,1829
1094,679
1094,1392
1095,16
1095,8
1095,213
1096,279
1096,560
1096,36
1097,1830
1097,449
1097,274
1099,1831
1099,1832
1099,1833
1100,582
1100,125
1100,475
1101,582
1101,580
1101,1834
1102,1835
1102,1836
1102,235
1103,1625
1103,1813
1103,1837
1104,1571
1104,1469
1104,1838
1106,1839
1107,1840
1107,1841
1107,1842
1111,1843
1111,231
1113,458
1113,733
1113,1844
1114,219
1114,1845
1114,393
1115,1846
1115,1847
1115,1848
1116,1849
1116,1850
1116,1851
1117,652
1117,1852
1117,1004
1120,57
1120,1853
1120,1115
1123,1854
1123,1855
1123,1856
1124,605
1124,1857
1124,1194
1126,1028
1126,1858
1126,1859
1127,166
1127,179
1127,1860
1128,1861
1128,778
1128,1862
1129,677
1129,1863
1129,1059
1131,1864
1131,1003
1131,652
1132,1864
1132,1150
1132,652
1133,1865
1133,1866
1133,1867
1135,1425
1135,1868
1135,437
1137,1869
1137,1870
1137,1871
1138,1872
1138,1873
1138,1874
1139,1875
1139,1876
1139,1877
1140,493
1140,33
1140,1878
1141,1879
1141,1880
1141,1881
1143,658
1143,1882
1143,1098
1145,1883
1145,1884
1145,1885
1146,1116
1146,1886
1146,135
1147,1887
1147,1888
1147,1889
1148,1301
1150,1003
1150,1890
1150,1891
1151,1892
1151,1893
1151,1894
1152,1895
1152,1896
1152,1897
1153,1898
1153,1799
1153,1899
1154,1898
1154,1900
1154,1901
1158,1794
1158,1795
1158,1902
1159,1794
1159,1795
1159,1903
1160,1636
1160,1904
1160,1905
1161,1906
1161,1907
1161,1908
1162,1573
1162,1909
1162,1910
1163,496
1163,1911
1163,1912
1165,1913
1165,1914
1165,1915
1167,21
1167,1916
1167,1917
1168,1918
1168,1919
1168,1920
1169,1921
1169,1922
1169,1923
1170,1924
1170,276
1170,480
1171,580
1171,482
1171,384
1172,1205
1172,1925
1172,1926
1173,1927
1173,1928
1173,608
1175,1929
1175,1930
1175,1931
1176,75
1176,1932
1176,1933
1177,642
1177,871
1177,706
1178,1734
1178,1934
1178,1679
1179,212
1179,265
1179,32
1180,366
1180,1935
1180,1936
1183,488
1183,661
1183,705
1184,1937
1184,1938
1184,1939
1185,820
1185,1736
1185,1940
1186,678
1186,501
1186,714
1187,835
1187,737
1187,11
1188,1941
1188,1942
1188,320
1189,1943
1189,1944
1189,1945
1191,855
1191,1946
1191,1947
1192,1948
1192,1949
1192,1950
1193,210
1193,1431
1193,1951
1194,1251
1194,1952
1194,1953
1196,590
1196,19
1196,591
1197,755
1197,1954
1197,744
