actor_id,actor
1279,Fred Williamson
1280,Jim Brown
1281,Pam Grier
1282,Rupert Everett
1283,François Hadji-Lazaro
1284,Anna Falchi
1285,Helen Hunt
1286,Jami Gertz
1287,Pamela Anderson
1288,Amir AboulEla
1289,Adriana Alexander
1290,Veronica Ferres
1291,Julia Stemberger
1292,Atsuko Tanaka
1293,Iemasa Kayumi
1294,Akio Ôtsuka
1295,Lucinda Jenney
1296,Nicollette Sheridan
1297,Charles Durning
1298,Om Puri
1299,Pawan Malhotra
1300,Angeline Ball
1301,Peter Sallis
1302,Anne Reid
1303,John Garfield
1304,Thomas Gomez
1305,Beatrice Pearson
1306,Jessica Lundy
1307,Richard Schiff
1308,Charles Laughton
1309,Binnie Barnes
1310,Richard Carlson
1311,Kyle McCulloch
1312,Gosia Dobrowolska
1313,Sarah Neville
1314,George Thrush
1315,Marya Cohn
1316,Ann O'Brien
1317,Vanessa Redgrave
1318,Edward Fox
1319,Anna Chlumsky
1320,Polly Draper
1321,Errol Flynn
1322,Dean Stockwell
1323,Paul Lukas
1324,Maggie Cheung
1325,Behzad Khodaveisi
1326,Fatemeh Azrah
1327,Abbas Khavaninzadeh
1328,Maya Lin
1329,Dominique Horwitz
1330,Thomas Kretschmann
1331,Jochen Nickel
1332,Alan E. Lorimer
1333,Wally Schaab
1334,Burt Reynolds
1335,Jared Leto
1336,Pruitt Taylor Vince
1337,Liv Tyler
1338,Shelley Winters
1339,Diane Lane
1340,Brian Kerwin
1341,Jared Harris
1342,Piper Laurie
1343,Sissy Spacek
1344,Tom Conti
1345,María Casares
1346,Maria Riva
1347,David Riva
1348,Arturo Cámara
1349,Silvia Morgan
1350,Juan Muñiz
1351,Serge Amougou
1352,Saïdou Abatcha
1353,Timoléon Luc Boyogueno
1354,Magaye Niang
1355,Myriam Niang
1356,Christoph Colomb
1357,Serge Yanogo
1358,Rosine Yanogo
1359,Joseph Nikiema
1360,Brigitte Bardot
1361,Matt Salinger
1362,Chris Cooper
1363,Patricia Clarkson
1364,Kris Kristofferson
1365,Ewen Bremner
1366,John Plumpis
1367,Mary Kay Bergman
1368,Leslie Mann
1369,Bill Murray
1370,Vanessa Williams
1371,James Coburn
1372,Dávid Vermes
1373,Pál Hetényi
1374,Frantisek Husák
1375,Alex Del Rosario
1376,Gandong Cervantes
1377,Lawrence David
1378,Robert McLane
1379,Curt Gareth
1380,Bo White
1381,Jeanne Moreau
1382,Luc Thuillier
1383,Amy Brenneman
1384,Viggo Mortensen
1385,Trini Alvarado
1386,Peter Dobson
1387,Elizabeth Peña
1388,Stephen Mendillo
1389,Michelle Trachtenberg
1390,Gregory Smith
1391,Kyra Sedgwick
1392,Forest Whitaker
1393,Amy Braverman
1394,Jennifer Aniston
1395,John Mahoney
1396,Dennis Franz
1397,Thora Birch
1398,Vincent Kartheiser
1399,Dirk Benedict
1400,Will Patton
1401,Shaquille O'Neal
1402,Ally Walker
1403,Scott Caan
1404,Lee Nashold
1405,Kevin Michael Richardson
1406,Sonia Braga
1407,Patrick Malahide
1408,Ion Caramitru
1409,Maurizio Nichetti
1410,Elena Sofia Ricci
1411,Amanda Sandrelli
1412,Simone Signoret
1413,Georges Marchal
1414,Charles Vanel
1415,Huw Garmon
1416,Catrin Fychan
1417,Ceri Cunnington
1418,André Eisermann
1419,Udo Samel
1420,Jeremy Clyde
1421,Luís Miguel Cintra
1422,Geneviève Bujold
1423,Megan Ward
1424,Billy West
1425,Goldie Hawn
1426,Bette Midler
1427,Guillermo Diaz
1428,Frederick Weller
1429,Brendan Corbalis
1430,Jon Lovitz
1431,Louise Fletcher
1432,Jermaine Hopkins
1433,Brian Hooks
1434,Claudia Kaleem
1435,Hedy Burress
1436,Jenny Lewis
1437,Rachel Weisz
1438,Mara Wilson
1439,James Cosmo
1440,Vincent Perez
1441,Mia Kirshner
1442,Richard Brooks
1443,Kevin Pollak
1444,Kyle Howard
1445,Lawrence Gilliard Jr.
1446,Wendell Holmes
1447,Barbara Gonzalez
1448,Siqin Gaowa
1449,Chung-Hua Tou
1450,Jingwu Ma
1451,Paul Austin
1452,Danny Nucci
1453,Marcia Gay Harden
1454,Stacy Keach
1455,Le Van Loc
1456,Nu Yên-Khê Tran
1457,Jeffrey Wright
1458,Benicio Del Toro
1459,Ernie Dingo
1460,Kinuyo Tanaka
1461,Teiji Takahashi
1462,Yûko Mochizuki
1463,Carla Benedetti
1464,Matteo Fadda
1465,Giacomo Fadda
1466,Dan Zhao
1467,Yinyan Wu
1468,Daolin Sun
1469,Marlon Brando
1470,Herb Caen
1471,Thomas J. Cahill
1472,Ronnie Davis
1473,Til Schweiger
1474,Katja Riemann
1475,Joachim Król
1476,Michelle Yeoh
1477,Scarlett Johansson
1478,Aleksa Palladino
1479,Mary Kay Place
1480,Julie Hagerty
1481,Iain Robertson
1482,Joe McFadden
1483,Steven Duffy
1484,Joe Pantoliano
1485,David Paymer
1486,Rosanna Arquette
1487,Ingrid Caven
1488,Rainer Werner Fassbinder
1489,Annemarie Düringer
1490,Robert Sean Leonard
1491,Ellen Greene
1492,Alexandra Paul
1493,Youssef Abed-Alnour
1494,Paul Gleason
1495,Bruklin Harris
1496,Anna Grace
1497,Sami Bouajila
1498,Nozha Khouadra
1499,Philippe Ambrosini
1500,Sinbad
1501,Brock Pierce
1502,Blake Boyd
1503,Michael Imperioli
1504,Joyce Phillips
1505,Haley Joel Osment
1506,Polly Walker
1507,Franco Nero
1508,Scott McAfee
1509,Candace Hutson
1510,Heather Hogan
1511,Jeff Bennett
1512,Ariane Schluter
1513,Ad van Kempen
1514,Carmen Maura
1515,Donald Pleasence
1516,Paul Rudd
1517,Marianne Hagan
1518,Richard E. Grant
1519,Imogen Stubbs
1520,Tony Robinow
1521,Nelly Alard
1522,Henry Jaglom
1523,Melissa Leo
1524,Élodie Bouchez
1525,Gaël Morel
1526,Stéphane Rideau
1527,Gary Cooper
1528,Ingrid Bergman
1529,Cary Grant
1530,James Stewart
1531,Gene Kelly
1532,Donald O'Connor
1533,Debbie Reynolds
1534,Leslie Caron
1535,Oscar Levant
1536,Audrey Hepburn
1537,Fred Astaire
1538,Kay Thompson
1539,George Peppard
1540,Patricia Neal
1541,Kim Novak
1542,Barbara Bel Geddes
1543,Grace Kelly
1544,Wendell Corey
1545,Clark Gable
1546,Claudette Colbert
1547,Walter Connolly
1548,Charles Boyer
1549,Joseph Cotten
1550,Ginger Rogers
1551,Alice Brady
1552,Eva Marie Saint
1553,James Mason
1554,Fred MacMurray
1555,Marilyn Monroe
1556,Humphrey Bogart
1557,Paul Henreid
1558,Mary Astor
1559,Gladys George
1560,Rex Harrison
1561,Stanley Holloway
1562,Gregory Peck
1563,Eddie Albert
1564,Shirley Temple
1565,Richard Greene
1566,Anita Louise
1567,Judy Garland
1568,Margaret O'Brien
1569,Frank Morgan
1570,Ray Bolger
1571,Vivien Leigh
1572,Thomas Mitchell
1573,Peter O'Toole
1574,Mark Linn-Baker
1575,Jessica Harper
1576,Orson Welles
1577,Dorothy Comingore
1578,Keir Dullea
1579,Gary Lockwood
1580,William Sylvester
1581,Ray Milland
1582,Murvyn Vye
1583,Bette Davis
1584,Anne Baxter
1585,George Sanders
1586,Norma Shearer
1587,Joan Crawford
1588,Rosalind Russell
1589,Laurence Olivier
1590,Joan Fontaine
1591,Joel McCrea
1592,Laraine Day
1593,Herbert Marshall
1594,Claude Rains
1595,Michael Chekhov
1596,Deborah Kerr
1597,Richard Denning
1598,Jessie Royce Landis
1599,Spencer Tracy
1600,Joan Bennett
1601,Elizabeth Taylor
1602,Cyd Charisse
1603,Greta Garbo
1604,Melvyn Douglas
1605,Ina Claire
1606,Maurice Chevalier
1607,Louis Jourdan
1608,Kay Kendall
1609,John Saxon
1610,Olivia de Havilland
1611,Basil Rathbone
1612,Tyrone Power
1613,Linda Darnell
1614,Gene Tierney
1615,Dana Andrews
1616,Clifton Webb
1617,Ronald Colman
1618,Jane Wyatt
1619,Edward Everett Horton
1620,Carole Lombard
1621,Jack Benny
1622,Robert Stack
1623,William Powell
1624,Rock Hudson
1625,James Dean
1626,Raymond Massey
1627,Julie Harris
1628,Myrna Loy
1629,Maureen O'Sullivan
1630,David Niven
1631,Cantinflas
1632,Finlay Currie
1633,Donna Reed
1634,Lionel Barrymore
1635,Jean Arthur
1636,Charles Ruggles
1637,Irene Dunne
1638,Beulah Bondi
1639,Lillian Gish
1640,Lars Hanson
1641,Henry B. Walthall
1642,Barbara Stanwyck
1643,Michael O'Shea
1644,Iris Adrian
1645,Leslie Howard
1646,Frances Dee
1647,Paul Muni
1648,Freddie Bartholomew
1649,Dolores Costello
1650,C. Aubrey Smith
1651,The Dead End Kids
1652,Danny Kaye
1653,Walter Slezak
1654,Barbara Bates
1655,John Wayne
1656,Gail Russell
1657,Harry Carey
1658,Robert Donat
1659,Madeleine Carroll
1660,Lucie Mannheim
1661,Richard Conte
1662,George Tyne
1663,Jack Buetel
1664,Jane Russell
1665,Duane Jones
1666,Judith O'Dea
1667,Karl Hardman
1668,Robert Morley
1669,Burl Ives
1670,Van Johnson
1671,Walter Pidgeon
1672,Edward Arnold
1673,Hedy Lamarr
1674,Sigrid Gurie
1675,James Cagney
1676,Evelyn Daw
1677,William Frawley
1678,Helen Hayes
1679,Adolphe Menjou
1680,Chester Morris
1681,Madge Evans
1682,Leo Carrillo
1683,Emil Jannings
1684,Kurt Gerron
1685,John Lynch
1686,James Frain
1687,Elizabeth Hurley
1688,Thokozani Nkosi
1689,Betty Field
1690,Bernard Hill
1691,John Hannah
1692,Mark Anthony
1693,Jeff Daniels
1694,Illeana Douglas
1695,Sissy Boyd
1696,Peter Greene
1697,Jeffrey Force
1698,Tony Shalhoub
1699,Marc Anthony
1700,Bruce Dern
1701,William Sanderson
1702,Arie Verveen
1703,Queen Latifah
1704,Vivica A. Fox
1705,Teri Hatcher
1706,Danny Aiello
1707,Angela Jones
1708,Matt Ross
1709,Catherine Curtin
1710,Timothy Pilato
1711,Jeffrey Nordling
1712,David Selby
1713,Bill Bixby
1714,Susan Clark
1715,Don Knotts
1716,Fess Parker
1717,Buddy Ebsen
1718,Basil Ruysdael
1719,Ken Berry
1720,Stefanie Powers
1721,Dorothy McGuire
1722,Tommy Kirk
1723,Hayley Mills
1724,Maureen O'Hara
1725,Brian Keith
1726,Jane Wyman
1727,Richard Egan
1728,Don Ameche
1729,Jean Hagen
1730,John Mills
1731,James MacArthur
1732,Dean Jones
1733,Dorothy Provine
1734,Kirk Douglas
1735,Doug E. Doug
1736,Brenda Fricker
1737,Tony Danza
1738,Ilene Woods
1739,Eleanor Audley
1740,Verna Felton
1741,Sebastian Cabot
1742,John Fiedler
1743,Rickie Sorensen
1744,Karl Swenson
1745,Julie Andrews
1746,Dick Van Dyke
1747,David Tomlinson
1748,Edward Brophy
1749,James Baskett
1750,Sean Marshall
1751,Helen Reddy
1752,Jim Dale
1753,Angela Lansbury
1754,Roddy McDowall
1755,Kathryn Beaumont
1756,Ed Wynn
1757,Richard Haydn
1758,Mickey Rooney
1759,Pearl Bailey
1760,Christopher Plummer
1761,Eleanor Parker
1762,Bonnie Bedelia
1763,Jeff Fahey
1764,Jenny Wright
1765,AlexEnglish
1766,Scott Bakatman
1767,John Perry Barlow
1768,Timothy Spall
1769,Brenda Blethyn
1770,Phyllis Logan
1771,Charlize Theron
1772,Claire Danes
1773,Natascha McElhone
1774,Lainie Kazan
1775,Paul Sorvino
1776,Barbara Carrera
1777,Glen Berry
1778,Linda Henry
1779,Scott Neal
1780,Yvonne Zima
1781,Mark Boone Junior
1782,Bruce A. Young
1783,Ossie Davis
1784,Andre Braugher
1785,René Lavan
1786,Mayte Vilán
1787,Miguel Gutiérrez
1788,Vince Vaughn
1789,Heather Graham
1790,Tony Epper
1791,Val Bettin
1792,Jim Cummings
1793,Gilbert Gottfried
1794,George Burns
1795,Gracie Allen
1796,Robert Young
1797,Robert Mitchum
1798,Dick Powell
1799,Claire Trevor
1800,Anne Shirley
1801,William Bendix
1802,Peter Wyngarde
1803,Megs Jenkins
1804,John Beck
1805,Louise Lasser
1806,Carlos Montalbán
1807,John Cleese
1808,Graham Chapman
1809,Michael Palin
1810,Robert Preston
1811,Robert Redford
1812,Peter Boyle
1813,Natalie Wood
1814,Michael J. Pollard
1815,Felipe Pazos
1816,Harry Bellaver
1817,Robert Cummings
1818,Ying Huang
1819,Richard Troxell
1820,Ning Liang
1821,Jennifer Grey
1822,Jerry Orbach
1823,Jonathan Silverman
1824,Catherine Mary Stewart
1825,Robby Krieger
1826,Ray Manzarek
1827,John Densmore
1828,Jim Morrison
1829,Stephen Rea
1830,Henry Thomas
1831,Reginald Owen
1832,Gene Lockhart
1833,Kathleen Lockhart
1834,Kelly McGillis
1835,Scott Plank
1836,Melora Walters
1837,Sal Mineo
1838,Kim Hunter
1839,John Gielgud
1840,Brendan Kelly
1841,John Salemmo
1842,Nadine Miral
1843,Jacques Perrin
1844,Eli Wallach
1845,Chris Penn
1846,Michael Albanese
1847,Evi Allen
1848,Shannon Barry
1849,Virginie Ledoyen
1850,Benoît Magimel
1851,Dominique Valadié
1852,Pascal Duquenne
1853,Courtney Love
1854,Don Baker
1855,Mark Goodin
1856,Mark Merritt
1857,Henry Fonda
1858,Rik Mayall
1859,Marsha Mason
1860,Michael Biehn
1861,Adrienne Barbeau
1862,Janet Leigh
1863,Lee Van Cleef
1864,Yves Montand
1865,Kim Wayans
1866,Daniel Beer
1867,Daria Lynn
1868,Eileen Brennan
1869,Tony Ward
1870,Bruce La Bruce
1871,Kevin P. Scott
1872,Jim Pryor
1873,Fred Worrell
1874,Bob Signoracci
1875,Monica Bell
1876,Carol Schneider
1877,Ellen McLaughlin
1878,Lenny von Dohlen
1879,Rijk de Gooyer
1880,Josse De Pauw
1881,Kitty Courbois
1882,Anna Galiena
1883,Warren Miller
1884,Suzanne Sawyer
1885,John Egan
1886,Callum Keith Rennie
1887,Muhammad Ali
1888,George Foreman
1889,Don King
1890,Nathalie Baye
1891,Maurice Barrier
1892,Petr Cepek
1893,Jan Kraus
1894,Vladimír Kudla
1895,Richard Basehart
1896,Scott Brady
1897,Roy Roberts
1898,Dennis O'Keefe
1899,Marsha Hunt
1900,Wallace Ford
1901,Alfred Ryder
1902,George Barbier
1903,Joe Morrison
1904,Mary Boland
1905,W.C. Fields
1906,David Bennent
1907,Mario Adorf
1908,Angela Winkler
1909,Alastair Sim
1910,Arthur Lowe
1911,Elsa Zylberstein
1912,Florence Thomassin
1913,Russ Little
1914,Tinka Menkes
1915,Robert Muller
1916,Laurie Metcalf
1917,Maria Pitillo
1918,Mariel Hemingway
1919,Michael Paré
1920,Mason Gamble
1921,Lewie Anderson
1922,R.J. Bergstrom
1923,Ron Bergstrom
1924,Phillip Rhee
1925,Enzo Cannavale
1926,Antonella Attili
1927,Richard Bohringer
1928,Michael Gambon
1929,Marie-Laure Dougnac
1930,Dominique Pinon
1931,Pascal Benezech
1932,Wladyslaw Kowalski
1933,Halina Gryglaszewska
1934,Ralph Meeker
1935,Adrian Dunbar
1936,Brian Flanagan
1937,Diego Abatantuono
1938,Claudio Bigagli
1939,Giuseppe Cederna
1940,Alison Whelan
1941,Paul Mercurio
1942,Tara Morice
1943,Randall Adams
1944,David Harris
1945,Gus Rose
1946,Donna DeLory
1947,Niki Haris
1948,Brooke Xtravaganza
1949,André Christian
1950,Dorian Corey
1951,Michael Berryman
1952,Tommy Chong
1953,Strother Martin
1954,Mandy Patinkin
1955,Karen Allen
1956,Paul Freeman
1957,Kim Greist
1958,Carrie Henn
1959,Paul McGann
1960,Richard Griffiths
1961,Martin Balsam
1962,Lee J. Cobb
1963,Alec Guinness
1964,Leonard Nimoy
1965,Malcolm McDowell
1966,Patrick Magee
1967,Michael Bates
1968,John Megna
1969,Frank Overton
1970,Bruno Ganz
1971,Solveig Dommartin
1972,Otto Sander
1973,Alida Valli
1974,Tom Skerritt
1975,Jean-Marc Barr
1976,Tatsuya Nakadai
1977,Akira Terao
1978,Jinpachi Nezu
1979,Chow Yun-Fat
1980,Danny Lee
1981,Sally Yeh
1982,Anthony Perkins
1983,Vera Miles
1984,John Belushi
1985,Cab Calloway
1986,R. Lee Ermey
1987,Derek Jacobi
1988,Simon Shepherd
1989,Elizabeth Berridge
1990,Barry Fitzgerald
1991,Tony Roberts
1992,Alisa Freyndlikh
1993,Aleksandr Kaydanovskiy
1994,Anatoliy Solonitsyn
1995,Tina Engel
1996,Hans Diehl
1997,Martin Walz
1998,Robert Shaw
1999,Ruth Gordon
2000,Bud Cort
2001,Vivian Pickles
2002,Adrienne Shelly
2003,Rebecca Nelson
2004,Max von Sydow
2005,Gunnar Björnstrand
2006,Bengt Ekerot
2007,Burt Lancaster
2008,Fulton Mackay
2009,Katharine Ross
2010,Charlton Heston
2011,Marc Duret
2012,Patrick Fontana
2013,Jack Hawkins
2014,John Huston
2015,Michael Rennie
2016,Hugh Marlowe
2017,Walter Huston
2018,Tim Holt
2019,Terry Potter
2020,Pete O'Herne
2021,Craig Smith
2022,Groucho Marx
2023,Harpo Marx
2024,Chico Marx
2025,David Ogden Stiers
2026,Kim Darby
2027,Shelley Duvall
2028,Danny Lloyd
2029,Wil Wheaton
2030,River Phoenix
2031,Corey Feldman
2032,Peter Lorre
2033,Ellen Widmann
2034,Inge Landgut
2035,Steve McQueen
2036,John Cazale
2037,Wilhelmenia Fernandez
2038,Frédéric Andréi
2039,Roland Bertin
2040,Frank Sinatra
2041,Laurence Harvey
2042,Anthony Luke Lucero
2043,Priscilla Lane
2044,Lea Thompson
2045,Karl Malden
2046,Stephen Young
2047,Tom Waits
2048,John Lurie
2049,Roberto Benigni
2050,Mitsuo Iwata
2051,Nozomu Sasaki
2052,Mami Koyama
2053,Clancy Brown
2054,Anne Brochet
2055,Gene Wilder
2056,Marty Feldman
2057,Lisanne Falk
2058,Saifei He
2059,Charles Chaplin
2060,Paulette Goddard
2061,Jack Oakie
2062,Leopold Stokowski
2063,Deems Taylor
2064,The Philadelphia Orchestra
2065,Lauren Bacall
2066,John Ridgely
2067,Jane Seymour
2068,Haya Harareet
2069,Rob Reiner
2070,Michael McKean
2071,Christopher Guest
2072,Alison Doody
2073,Peter Sellers
2074,Rohini Hattangadi
2075,Elliott Gould
2076,Stacy Peralta
2077,Daniel Ades
2078,Andres Aybar
2079,Bob Geldof
2080,Christine Hargreaves
2081,James Laurenson
2082,Anton Glanzelius
2083,Tomas von Brömssen
2084,Anki Lidén
2085,Anne Francis
2086,Michael Caine
2087,Harry Dean Stanton
2088,Pietro Falcone
2089,John Stockwell
2090,Brian Drillinger
2091,Gabriel Mann
2092,Laurence Mason
2093,Murphy Guyer
2094,7 Year Bitch
2095,Valerie M. Agnew
2096,Carrie Akre
2097,Hulk Hogan
2098,Don Stark
2099,Robin Curtis
2100,Tilda Swinton
2101,Amy Madigan
2102,Henry Silva
2103,Susan Floyd
2104,Dan Futterman
2105,Joanna Chang
2106,Silje Marie Erstad Lien
2107,Hans Otto Bordvik
2108,Tord Brænne
2109,Catherine Zeta-Jones
2110,David Naughton
2111,Jenny Agutter
2112,Joe Belcher
2113,Stephen Macht
2114,Shawn Weatherly
2115,Damon Martin
2116,Tess Harper
2117,Robert Joy
2118,Robin Thomas
2119,Starr Andreeff
2120,Allen Cutler
2121,Rachel Duncan
2122,Ross Partridge
2123,Julia Nickson
2124,Lala Sloatman
2125,James Olson
2126,Burt Young
2127,Rutanya Alda
2128,Margot Kidder
2129,Rod Steiger
2130,Kim Coates
2131,Dawna Wightman
2132,Helen Hughes
2133,David Stein
2134,Joe Dallesandro
2135,Udo Kier
2136,Vittorio De Sica
2137,Deborah Foreman
2138,Griffin O'Neal
2139,Clayton Rohner
2140,Helen Shaver
2141,Harley Cross
2142,Rod Taylor
2143,Tippi Hedren
2144,Aneta Corsaut
2145,Earl Rowe
2146,Lindsay Duncan
2147,Kim Delaney
2148,Boris Karloff
2149,Bela Lugosi
2150,Henry Daniell
2151,Francis Ford Coppola
2152,Donald A. Reed
2153,Elsa Lanchester
2154,Colin Clive
2155,Karen Black
2156,Oliver Reed
2157,Burgess Meredith
2158,Polly Bergen
2159,John Heard
2160,Heather Langenkamp
2161,Robert Englund
2162,Max Schreck
2163,Alexander Granach
2164,Gustav von Wangenheim
2165,Lee Remick
2166,David Warner
2167,Barbra Streisand
2168,Emily Watson
2169,Anais Evans
2170,Geoffrey Rush
2171,Justin Braine
2172,Billy Bob Thornton
2173,Dwight Yoakam
2174,Tomas Milian
2175,Daniela Silverio
2176,Christine Boisson
2177,Tony Brooks
2178,Diana Davis
2179,Terry Wood
2180,Gard B. Eidsvold
2181,Bjørn Sundquist
2182,Charles Berling
2183,Jean Rochefort
2184,Fanny Ardant
2185,Paul Scofield
2186,Joely Richardson
2187,Yekaterina Golubeva
2188,Richard Courcet
2189,Vincent Dupont
2190,William Shatner
2191,DeForest Kelley
2192,Olivia Newton-John
2193,Maxwell Caulfield
2194,Lorna Luft
2195,Joanna Pacula
2196,Basil Wallace
2197,Norbert Weisser
2198,Benjamin Ungar
2199,Sterling Hayden
2200,Carol Kelly
2201,Roy Scheider
2202,Lorraine Gary
2203,Murray Hamilton
2204,Bess Armstrong
2205,Simon MacCorkindale
2206,Swoosie Kurtz
2207,Trey Wilson
2208,Barbara Hershey
2209,Sidney Poitier
2210,Mackenzie Astin
2211,Johnny Whitworth
2212,Mike Judge
2213,Russell Means
2214,Julie Christie
2215,Fionnula Flanagan
2216,Aidan Gillen
2217,Ann Wedgeworth
2218,Paul Collins
2219,Laurence Côte
2220,David Gulpilil
2221,Luc Roeg
2222,Ian Anderson
2223,Joan Baez
2224,Martin Barre
2225,Daniel Benzali
2226,Louis Gossett Jr.
2227,Kathleen Quinlan
2228,Arnold Vosloo
2229,Brendan Gleeson
2230,Kim Miyori
2231,Colin Baker
2232,Louise Jameson
2233,David Troughton
2234,John Wadmore
2235,Susannah York
2236,Andrew Robertson
2237,Alice Coulthard
2238,Jamie Renée Smith
2239,Rodney Dangerfield
2240,Debi Mazar
2241,Ed O'Neill
2242,Harriet Goldstein Darr
2243,Julius Epstein
2244,Max Epstein
2245,Zdenek Sverák
2246,Andrey Khalimon
2247,Libuse Safránková
2248,Jerry Archbold
2249,Fritz Benedict
2250,Bill Bowerman
2251,Fred Willard
2252,Sergey Bodrov
2253,Susanna Mekhraliyeva
2254,Fran Drescher
2255,Timothy Dalton
2256,Aden Young
2257,Saffron Burrows
2258,Simon Bossell
2259,Jeffrey Jones
2260,Edoardo Ballerini
2261,Matthew Perry
2262,Skeet Ulrich
2263,Geraldo Rivera
2264,Maria Caceres
2265,Paula Marshall
2266,John Roselius
2267,Ving Rhames
2268,Don Cheadle
2269,Jamie Foxx
2270,Tommy Davidson
2271,B-Real
2272,Kurtis Blow
2273,Da Brat
2274,Michael Saucedo
2275,Justin Urich
2276,Travis Sher
2277,Dean Cain
2278,Naveen Andrews
2279,Sarita Choudhury
2280,Indira Varma
2281,Howard Stern
2282,Mary McCormack
2283,Robin Quivers
2284,Jens Jørgen Fleischer
2285,Agga Olsen
2286,Donal O'Kelly
2287,Ger Ryan
2288,Hope Davis
2289,Maura Tierney
2290,Amanda Donohoe
2291,Celine O'Leary
2292,Chloe Ferguson
2293,Paul Blackwell
2294,Margaret Colin
2295,Jasmine Guy
2296,Natalie Cole
2297,Natalie Desselle Reid
2298,Frances O'Connor
2299,Alice Garner
2300,Matt Day
2301,Jason David Frank
2302,Catherine Sutherland
2303,Hilary Shepard
2304,Sophie Marceau
2305,Dennis Rodman
2306,Mickey Rourke
2307,Deborah Kara Unger
2308,Molly Parker
2309,Jay Brazeau
2310,Andy Comeau
2311,Sam Bould
2312,Pauline Collins
2313,Julianna Margulies
2314,Alison Folland
2315,Tara Subkoff
2316,Cole Hauser
2317,Nick Chinlund
2318,Michael Raynor
2319,Pierre Richard
2320,Nino Kirtadze
2321,Micheline Presle
2322,Lisa Kudrow
2323,Kevin Lin
2324,Gaby Hoffmann
2325,Aleksandra Vujcic
2326,Julian Arahanga
2327,Monica Keena
2328,Daisy Eagan
2329,Gordon Currie
2330,Kim Dickens
2331,Vincent Gallo
2332,Michael Dolan
2333,Angus Macfadyen
2334,Mario Yedidia
2335,Marley Shelton
2336,Julia Louis-Dreyfus
2337,Milla Jovovich
2338,Julie Walters
2339,Matthew Walker
2340,Rachel True
2341,Nathan Bexton
2342,Beau Bridges
2343,Tisha Campbell
2344,Paula Jai Parker
2345,Jérémie Renier
2346,Olivier Gourmet
2347,Assita Ouedraogo
2348,Stephen Spinella
2349,Stephen Bogardus
2350,Kôji Yakusho
2351,Tamiyo Kusakari
2352,Naoto Takenaka
2353,Jamie Williams
2354,Billy Campbell
2355,Llyr Ifans
2356,Rhys Ifans
2357,Dorien Thomas
2358,Kelly Preston
2359,Mike Nichols
2360,David de Keyser
2361,Victoire Thivisol
2362,Delphine Schiltz
2363,Matiaz Bureau Caton
2364,Steven Soderbergh
2365,Scott Allen
2366,Betsy Brantley
2367,Tammy Dukes
2368,Phil Guye
2369,Shiloh McCormick
2370,Dr. Philgood
2371,Robbie Coltrane
2372,Alan Cumming
2373,Connie Nelson
2374,Dee Hennigan
2375,Gary Mitchell Carter
2376,Vivian Wu
2377,Yoshi Oida
2378,Sandrine Kiberlain
2379,Arnaud Giovaninetti
2380,Roschdy Zem
2381,Tim Guinee
2382,Charlene Prickett
2383,Paulina Porizkova
2384,Julie Warner
2385,Brad Hunt
2386,Tate Donovan
2387,Susan Egan
2388,Thomas Jane
2389,Adrien Brody
2390,Joanna Merlin
2391,Kathleen Chalfant
2392,Catherine Kellner
2393,Tomorô Taguchi
2394,Shin'ya Tsukamoto
2395,Nobu Kanaoka
2396,Amanda De Cadenet
2397,Rudolf Martin
2398,Shaghayeh Djodat
2399,Hossein Moharami
2400,Rogheih Moharami
2401,Makoto Fujita
2402,Kunihiko Mitamura
2403,Hiroaki Murakami
2404,Oliver Cotton
2405,Tony Bluto
2406,Paul Brightwell
2407,Madeleine Assas
2408,Ghalya Lacroix
2409,Bérangère Allaux
2410,Dyan Cannon
2411,Devon Sawa
2412,Scott Bairstow
2413,Robert Pastorelli
2414,Miranda Otto
2415,Rebecca Frith
2416,George Shevtsov
2417,Thomas Haden Church
2418,Michael Jai White
2419,Michael Jeter
2420,Kevin Zegers
2421,Wendy Makkena
2422,Jay Mohr
2423,Aaron Eckhart
2424,Matt Malloy
2425,Stacy Edwards
2426,August Schellenberg
2427,Lynda Steadman
2428,Kate Byers
2429,Judd Nelson
2430,Janine Turner
2431,Cameron Finley
2432,Alexander Goodwin
2433,Heather Locklear
2434,Kevin Sorbo
2435,Thomas Ian Griffith
2436,Edward Asner
2437,Mike Farrell
2438,Nick Scotti
2439,Anthony Barrile
2440,Douglas Spain
2441,Efrain Figueroa
2442,Kandeyce Jorden
2443,Tom Selleck
2444,Elle Macpherson
2445,Marcel Iures
2446,BD Wong
2447,Kevin Corrigan
2448,Tammy Lauren
2449,Andrew Divoff
2450,Angus Scrimm
2451,Marg Helgenberger
2452,David O'Hara
2453,Milo O'Shea
2454,Sally Kellerman
2455,Ed Begley Jr.
2456,Sandra Taylor
2457,Patricia Richardson
2458,Christine Dunford
2459,William Cain
2460,Jerry Stiller
2461,Ben Affleck
2462,Joey Lauren Adams
2463,Ethan Suplee
2464,Bill Bellamy
2465,Lark Voorhies
2466,Mark Addy
2467,Judi Dench
2468,Geoffrey Palmer
2469,Jennifer Love Hewitt
2470,Sarah Michelle Gellar
2471,David Duchovny
2472,Tori Spelling
2473,Dave Hoover
2474,George Mendonça
2475,Rodney Brooks
2476,Maximilian Schell
2477,Neil Young
2478,Ralph Molina
2479,Gore Vidal
2480,Florence Hoath
2481,Elizabeth Earl
2482,Joanna Going
