actor_id,actor
2483,Bill Griffith
2484,John McGarr
2485,Eddie Money
2486,Jurnee Smollett
2487,Meagan Good
2488,Claudia Stedelin
2489,Lela Rochon
2490,Harold Ramis
2491,Alyssa Milano
2492,Alan Alda
2493,Sally Potter
2494,Pablo Verón
2495,Morgane Maugran
2496,Matt Damon
2497,Thomas Lockyer
2498,Casper Van Dien
2499,Denise Richards
2500,Tamlyn Tomita
2501,Rosalind Chao
2502,Kieu Chinh
2503,Talisa Soto
2504,Alex Jennings
2505,Michael Kitchen
2506,Bai Ling
2507,Bradley Whitford
2508,Djimon Hounsou
2509,Todd Allen
2510,Paul Bagget
2511,Valentina Cervi
2512,Mick Jagger
2513,Marc Messier
2514,Rémy Girard
2515,Patrick Huard
2516,Kimber Riddle
2517,Alex D. Linz
2518,Olek Krupa
2519,Rya Kihlstedt
2520,Akosua Busia
2521,De'aundre Bonds
2522,Jeffrey Dean Morgan
2523,Phil Morris
2524,Alexis Arquette
2525,Georgia Ragsdale
2526,Florina Rodov
2527,Jason Brill
2528,Eddie Malavarca
2529,Michele Greene
2530,Bruce Dinsmore
2531,Steve Railsback
2532,Ian Holm
2533,Sarah Polley
2534,Caerthan Banks
2535,Billy Zane
2536,Ray Aranha
2537,Keivyn McNeill Grayes
2538,Elise Ballard
2539,Pascal Cervo
2540,Joseph Ashton
2541,Tantoo Cardinal
2542,Phyllida Law
2543,Sheila Reid
2544,Robert Forster
2545,Tenzin Thuthob Tsarong
2546,Gyurme Tethong
2547,Tulku Jamyang Kunga Tenzin
2548,Hank Azaria
2549,Blaine Capatch
2550,Patton Oswalt
2551,Chris Rush
2552,Kaela Dobkin
2553,Raymond Serra
2554,Ernesto Gómez Cruz
2555,María Rojo
2556,Damon Saleem
2557,Howie Long
2558,Brad Dourif
2559,Rufus Sewell
2560,Jon Bon Jovi
2561,Lambert Wilson
2562,Joey Simmrin
2563,Alex Daniels
2564,Dave Chappelle
2565,Jim Breuer
2566,Stuart Townsend
2567,Russell Wong
2568,Catherine McCormack
2569,Oliver Platt
2570,Pedro Cardoso
2571,Fernanda Torres
2572,Mel B
2573,Emma Bunton
2574,Melanie C
2575,Treat Williams
2576,Famke Janssen
2577,Anthony Heald
2578,Jason Brouwer
2579,T.J. Timon
2580,Ronnie Walsh
2581,Bret Michaels
2582,Kristi Gibson
2583,Gretchen Mol
2584,Asia Argento
2585,Miguel Ferrer
2586,Julie Entwisle
2587,Dan Monahan
2588,Walter Levine
2589,Kaori Fujii
2590,Kôji Tsukamoto
2591,Melissa De Sousa
2592,John Witherspoon
2593,Cedric The Entertainer
2594,Olympia Dukakis
2595,Damián Delgado
2596,Dan Rivera González
2597,Barry Yourgrau
2598,Peta Wilson
2599,Barbara Baumann
2600,Susie Porter
2601,Fiona Loewi
2602,Matt George
2603,Matty Liu
2604,Shane Dorian
2605,Lhakpa Dorji
2606,Dorje Sherpa
2607,Monica Potter
2608,Michael Parks
2609,Joseph Cross
2610,Timothy Reifsnyder
2611,Romano Orzari
2612,Marisa Malone
2613,Ivaylo Founev
2614,Brea Asher
2615,Natasha Gregson Wagner
2616,Kali Rocha
2617,Paul Walker
2618,Steve Van Wormer
2619,A.J. Langer
2620,George Hearn
2621,Shirley Douglas
2622,Trevor Morgan
2623,Michael Moore
2624,Elaine Bly
2625,Dan Burns
2626,Yûki Kudô
2627,Kenji Isomura
2628,Miko Hughes
2629,Ricky Jay
2630,Rebecca Pidgeon
2631,Richard Riehle
2632,Gheorghe Muresan
2633,Ray Allen
2634,Adam Trese
2635,Bronson Pinchot
2636,Jennifer Coolidge
2637,Liberto Rabal
2638,Francesca Neri
2639,Ray Winstone
2640,Kathy Burke
2641,Charlie Creed-Miles
2642,Tom Gilroy
2643,Margaret Welsh
2644,Mitchell Lichtenstein
2645,Mark Williams
2646,Stephen Moyer
2647,Katherine Heigl
2648,Sean Tataryn
2649,Christopher Bradley
2650,Geoff Moody
2651,Coolio
2652,Chuck D
2653,Mili Avital
2654,Jenna Elfman
2655,Natasha Lyonne
2656,Kurt Cobain
2657,Miki Lee
2658,Homayoun Ershadi
2659,Abdolhosein Bagheri
2660,Afshin Khorshid Bakhtiari
2661,Pavlik Jansen op de Haar
2662,Fedja van Huêt
2663,Robert Skjærstad
2664,Andrine Sæther
2665,Per Egil Aske
2666,Craig Bierko
2667,Jack Burns
2668,Christina Applegate
2669,Randy Travis
2670,Meat Loaf
2671,Breckin Meyer
2672,Peter Facinelli
2673,Eddie Mills
2674,Tetyana Kryvytska Stang Lund
2675,Aleksandr Lazarev
2676,Anzhelika Nevolina
2677,Juliet Aubrey
2678,James Nesbitt
2679,Lou Rawls
2680,Kathleen Fee
2681,Michael Caloz
2682,Chris Leavins
2683,Ian Parsons
2684,Sam Rockwell
2685,Mischa Barton
2686,Jessalyn Gilsig
2687,Andrea Corr
2688,Kimberly Deauna Adams
2689,Tobey Maguire
2690,Master P
2691,Anthony Johnson
2692,Gretchen Palmer
2693,Harry Connick Jr.
2694,Sverre Anker Ousdal
2695,Maria Mathiesen
2696,Ryan Phillippe
2697,Paolo Rotondo
2698,Paul Glover
2699,Chris Graham
2700,Sylvie Testud
2701,Tatjana Trieb
2702,Howie Seago
2703,Ethan Embry
2704,Charlie Korsmo
2705,Radha Mitchell
2706,Ally Sheedy
2707,Anna Friel
2708,Nathan A. Barbour
2709,Karen Brown
2710,Patsy Clarke
2711,Ione Skye
2712,Thomas Jay Ryan
2713,James Urbaniak
2714,Vahina Giocante
2715,Frédéric Malgras
2716,Nicolas Welbers
2717,David Williamson
2718,Peter McDonald
2719,Antoine Byrne
2720,Rachel Roberts
2721,Anne-Louise Lambert
2722,Vivean Gray
2723,Adam Beach
2724,Evan Adams
2725,Irene Bedard
2726,Jean-Yves Gautier
2727,Leonor Silveira
2728,Ben Gazzara
2729,Hatty Jones
2730,David Cross
2731,Sean Gullette
2732,Mark Margolis
2733,Ben Shenkman
2734,Liza Weil
2735,Chad Morgan
2736,Frederic Forrest
2737,Clara Bow
2738,Charles 'Buddy' Rogers
2739,Richard Arlen
2740,Bessie Love
2741,Anita Page
2742,Charles King
2743,Lew Ayres
2744,Louis Wolheim
2745,John Wray
2746,Richard Dix
2747,Estelle Taylor
2748,John Barrymore
2749,Diana Wynyard
2750,Clive Brook
2751,Una O'Connor
2752,Franchot Tone
2753,Luise Rainer
2754,Gale Sondergaard
2755,Joseph Schildkraut
2756,Anna Lee
2757,Greer Garson
2758,Teresa Wright
2759,Bing Crosby
2760,Frank McHugh
2761,Phillip Terry
2762,Fredric March
2763,Jean Simmons
2764,John Laurie
2765,Broderick Crawford
2766,John Ireland
2767,Joanne Dru
2768,Betty Hutton
2769,Montgomery Clift
2770,Betsy Blair
2771,Esther Minciotti
2772,George Chakiris
2773,Richard Beymer
2774,George Devine
2775,Wendy Hiller
2776,Warren Oates
2777,Mark Lester
2778,Ron Moody
2779,Shani Wallis
2780,Sylvia Miles
2781,Fernando Rey
2782,Mary Tyler Moore
2783,Judd Hirsch
2784,Ben Cross
2785,Ian Charleson
2786,Nicholas Farrell
2787,Klaus Maria Brandauer
2788,Janet Margolin
2789,Marcel Hillaire
2790,Charles Cioffi
2791,Tracey Walter
2792,David Bowie
2793,Toby Froud
2794,Molly Ringwald
2795,Craig Wasson
2796,Rodney Eastman
2797,John Beckman
2798,Lisa Zane
2799,Shon Greenblatt
2800,Betsy Palmer
2801,Adrienne King
2802,Jeannine Taylor
2803,Amy Steel
2804,John Furey
2805,Erich Anderson
2806,Judie Aronson
2807,Peter Barton
2808,Thom Mathews
2809,Jennifer Cooke
2810,David Kagen
2811,Jensen Daggett
2812,Kane Hodder
2813,Todd Caldecott
2814,Tony Moran
2815,Charles Cyphers
2816,Ellie Cornell
2817,Danielle Harris
2818,Casey Stevens
2819,Lisa Schrage
2820,Wendy Lyon
2821,Catherine Hicks
2822,Alex Vincent
2823,Gerrit Graham
2824,JoBeth Williams
2825,Heather O'Rourke
2826,Craig T. Nelson
2827,Linda Blair
2828,Richard Burton
2829,Ed Flanders
2830,Zach Galligan
2831,Hoyt Axton
2832,Howie Mandel
2833,Josh Brolin
2834,Jeff Cohen
2835,Edward G. Robinson
2836,Leigh Taylor-Young
2837,Nancy Olson
2838,Keenan Wynn
2839,Tim Conway
2840,Tommy Sands
2841,Annette Funicello
2842,Hardie Albright
2843,Stan Alexander
2844,Bobette Audrey
2845,Toshirô Mifune
2846,Takashi Shimura
2847,Keiko Tsushima
2848,Francesca Annis
2849,Leonardo Cimino
2850,Paul Greco
2851,Darwyn Carson
2852,Dominique Swain
2853,James Marsden
2854,Katie Holmes
2855,Joe Flynn
2856,Harry Morgan
2857,Grant Bardsley
2858,Freddie Jones
2859,Susan Sheridan
2860,Peter Ustinov
2861,Suzanne Pleshette
2862,Brian Bonsall
2863,Karen Duffy
2864,Sandy Duncan
2865,Keith Coogan
2866,Lucy Deakins
2867,Colin Mothupi
2868,Michael Crawford
2869,Kathryn Erbe
2870,Michael Tucker
2871,Albert Sharpe
2872,Janet Munro
2873,Bill Cosby
2874,Susan Anspach
2875,Joey Cramer
2876,Paul Reubens
2877,Cliff De Young
2878,Walter Brennan
2879,Matthew Garber
2880,Karen Dotrice
2881,Vincent Price
2882,Barrie Ingham
2883,Tommy Steele
2884,Charles Martin Smith
2885,Stephen W. Burns
2886,Cloris Leachman
2887,Julie Sommars
2888,Marcia Strassman
2889,Robert Oliveri
2890,Karen Valentine
2891,Émile Genest
2892,John Drainie
2893,Tommy Tweed
2894,Lindsay Lohan
2895,Trey Parker
2896,Matt Stone
2897,Dian Bachar
2898,Rick Stribling
2899,Ken Bondy
2900,Amy Minda Cohen
2901,Vincent Lindon
2902,François Berléand
2903,Roger B. Smith
2904,Rhonda Britton
2905,Jane Greer
2906,Omar Sharif
2907,Geraldine Chaplin
2908,Bertil Guve
2909,Pernilla Allwin
2910,Kristina Adolphson
2911,Geraldine Page
2912,Carlin Glynn
2913,Betty Buckley
2914,Sam Robards
2915,Dirk Bogarde
2916,Charlotte Rampling
2917,Philippe Leroy
2918,Ildikó Bánsági
2919,Krystyna Janda
2920,Meredith Salenger
2921,Jed
2922,Louis Prima
2923,Peter Finch
2924,Bernard Lee
2925,Barbara Luddy
2926,Larry Roberts
2927,Peggy Lee
2928,Jodi Benson
2929,Samuel E. Wright
2930,Rene Auberjonois
2931,Dave Goelz
2932,Steve Whitmire
2933,Gary Basaraba
2934,Bobby Driscoll
2935,Hans Conried
2936,Ray Walston
2937,Bob Newhart
2938,Christopher Lee
2939,Kim Richards
2940,Nicol Williamson
2941,Jean Marsh
2942,Mary Costa
2943,Bill Shirley
2944,Mary Grace Canfield
2945,Richard Davalos
2946,Jake Dengel
2947,Ruth Warrick
2948,Eugene Levy
2949,Sheldon Peters Wolfchild
2950,Jim Metzler
2951,Bruce Boxleitner
2952,Josh Hartnett
2953,Adam Arkin
2954,Victoria Tennant
2955,Bernadette Peters
2956,Catlin Adams
2957,Rachel Ward
2958,Alan Ladd
2959,David Andrews
2960,Kelly Wolf
2961,C. Thomas Howell
2962,Ralph Macchio
2963,Ke Huy Quan
2964,Christopher Guard
2965,William Squire
2966,Michael Scholes
2967,Eurythmics
2968,Annie Lennox
2969,David A. Stewart
2970,Brooke Adams
2971,Pat Hingle
2972,Laura Harrington
2973,Dee Wallace
2974,Daniel Hugh Kelly
2975,Danny Pintauro
2976,Peter Horton
2977,R.G. Armstrong
2978,Loni Anderson
2979,Dougray Scott
2980,Giovanni Ribisi
2981,Steve Zahn
2982,Kate Reid
2983,Liv Ullmann
2984,Lena Nyman
2985,George Segal
2986,Maia Brewton
2987,Anthony Michael Hall
2988,Ilan Mitchell-Smith
2989,Kelly LeBrock
2990,Samantha Eggar
2991,Anthony Newley
2992,Jerry Lewis
2993,Stella Stevens
2994,Del Moore
2995,Henry Gibson
2996,Paul Lynde
2997,Richard Briers
2998,Ralph Richardson
2999,Elizabeth Hartman
3000,Jim Henson
3001,Kathryn Mullen
3002,Frank Oz
3003,Erica Yohn
3004,Justin Henry
3005,Jon Cryer
3006,Rob Lowe
3007,Pamela Reed
3008,Angela O'Neill
3009,Wendy Martel
3010,Pamela Ross
3011,Arye Gross
3012,Jonathan Stark
3013,Royal Dano
3014,Marius Weyers
3015,Sandra Prinsloo
3016,N!xau
3017,Lena Farugia
3018,Hans Strydom
3019,Honor Blackman
3020,Cyd Child
3021,Ian Hendry
3022,Taye Diggs
3023,Inés Sastre
3024,Dario Cantarelli
3025,Penelope Milford
3026,Neil Giuntoli
3027,Mike Houlihan
3028,John Cassavetes
3029,Noah Hathaway
3030,Barret Oliver
3031,Tami Stronach
3032,Jonathan Brandis
3033,Kenny Morrison
3034,Clarissa Burt
3035,Gail Neely
3036,Robert Harden
3037,Barry Brenner
3038,Chayanne
3039,Tom Everett Scott
3040,Mark-Paul Gosselaar
3041,Poppy Montgomery
3042,Richard Crenna
3043,Alan Gelfant
3044,Philip Seymour Hoffman
3045,Lynn Redgrave
3046,John Dall
3047,Farley Granger
3048,Barbara Harris
3049,Jon Finch
3050,Barry Foster
3051,Barbara Leigh-Hunt
3052,Frederick Stafford
3053,Dany Robin
3054,John Vernon
3055,Lila Kedrova
3056,Martin Gabel
3057,Anthony Quayle
3058,Doris Day
3059,Brenda de Banzie
3060,John Forsythe
3061,Edmund Gwenn
3062,Robert Walker
3063,Ruth Roman
3064,Richard Todd
3065,Charis Michelsen
3066,Tom Larson
3067,Richard Spore
3068,Julian Wadham
3069,Sasha Hails
3070,Marina de Van
3071,Samantha
3072,Warwick Davis
3073,Norm MacDonald
3074,Jack Warden
3075,Artie Lange
3076,Dominique Belcourt
3077,Arthur Baker
3078,Afrika Bambaataa
3079,Carl Cox
3080,Daniel Baldwin
3081,Michael Wilding
3082,Ann Todd
3083,Tallulah Bankhead
3084,John Hodiak
3085,Macdonald Carey
3086,Otto Kruger
3087,Robert Montgomery
3088,Gene Raymond
3089,Cedric Hardwicke
3090,Robert Newton
3091,Margaret Lockwood
3092,Michael Redgrave
3093,Nova Pilbeam
3094,Derrick De Marney
3095,Percy Marmont
3096,Sylvia Sidney
3097,Oscar Homolka
3098,Desmond Tester
3099,Leslie Banks
3100,Edna Best
3101,Jill Esmond
3102,C.V. France
3103,Will Fyffe
3104,Cicely Courtneidge
3105,Jack Hulbert
3106,Norah Baring
3107,Phyllis Konstam
3108,Anny Ondra
3109,Carl Brisson
3110,Malcolm Keen
3111,John Longden
3112,Sara Allgood
3113,Betty Balfour
3114,Jean Bradin
3115,Ferdinand von Alten
3116,Jameson Thomas
3117,Lillian Hall-Davis
3118,Gordon Harker
3119,Ivor Novello
3120,Ben Webster
3121,Norman McKinnel
3122,Isabel Jeans
3123,Franklin Dyall
3124,Eric Bransby Williams
3125,Ian Hunter
3126,Bernhard Goetzke
3127,Nita Naldi
3128,Virginia Valli
3129,Carmelita Geraghty
3130,Miles Mander
3131,Seymour Hicks
3132,Stanley Logan
3133,Gertrude McCoy
3134,Nicole de Boer
3135,David Hewlett
3136,Troy Byer
3137,Paget Brewster
3138,Randi Ingerman
3139,Daniela Romo
3140,Ian Michael Smith
3141,Billy Crudup
3142,Chris Makepeace
3143,Adam Baldwin
3144,Jacqueline Bisset
3145,Susanna Hoffs
3146,Dedee Pfeiffer
3147,Kent Broadhurst
3148,Paul Lazar
3149,Arliss Howard
3150,Mikhail Baryshnikov
3151,Paul Carafotes
3152,Victor French
3153,Lelia Goldoni
3154,Gary Friedkin
3155,Robert Glaudini
3156,Luca Bercovici
3157,George Wendt
3158,Joseph Bologna
3159,Valerie Harper
3160,Linda Warren
3161,Jürgen Prochnow
3162,Maria Bello
3163,Jay Paulson
3164,Ken Leung
3165,Jeffrey Falcon
3166,Justin McGuire
3167,Kim De Angelo
3168,Leelee Sobieski
3169,Alicia Witt
3170,Rebecca Gayheart
3171,Gregory Sporleder
3172,Jason Barry
3173,Seema Biswas
3174,Nirmal Pandey
3175,Rajesh Vivek
3176,David Wood
3177,Richard Warwick
3178,James Whitmore
3179,Joan Weldon
3180,Wilford Brimley
3181,Fred Ward
3182,John Franklin Sawyer
3183,Scott Terra
3184,Walker Jones
3185,Chris Kattan
3186,Will Ferrell
3187,Raquel Gardner
3188,Kevin Gage
3189,Dee Snider
3190,Ronee Blakley
3191,Daniel Craig
3192,Saul Williams
3193,Sonja Sohn
3194,Bonz Malone
3195,Alex Rocco
3196,Hari Rhodes
3197,Vonetta McGee
3198,Simon Schwarz
3199,Sophie Rois
3200,Lars Rudolph
3201,Kieran Culkin
3202,Elden Henson
3203,Marlee Matlin
3204,Oprah Winfrey
3205,Yada Beener
3206,Jane Adams
3207,Joshua Jackson
3208,Jason Isaacs
3209,Timothy 'Speed' Levitch
3210,Nicoletta Braschi
3211,Giorgio Cantarini
3212,Robyn Lynne Raab
3213,Debbie Harry
3214,Matthew Lawrence
3215,Nas
3216,DMX
3217,Taral Hicks
3218,Henry Winkler
3219,Cate Blanchett
3220,Liz Giles
3221,Rod Culbertson
3222,Jonathan Rhys Meyers
3223,Freddie Prinze Jr.
3224,Brandy Norwood
3225,Jessica Biel
3226,Adam LaVorgna
3227,Claire Forlani
3228,Gerard McSorley
3229,Hugh Dillon
3230,John Pyper-Ferguson
3231,Eric Roberts
3232,Paula Prentiss
3233,Peter Masterson
3234,Chloe Webb
3235,David Hayman
3236,Cathy Tyson
3237,Giulietta Masina
3238,François Périer
3239,Franca Marzi
3240,Elizabeth Daily
3241,Kath Soucie
3242,Fernanda Montenegro
3243,Vinícius de Oliveira
3244,Marília Pêra
3245,Pascal Rollin
3246,Ian Bannen
3247,David Kelly
3248,Ulrich Thomsen
3249,Henning Moritzen
3250,Thomas Bo Larsen
3251,Divine
3252,David Lochary
3253,Mary Vivian Pearce
3254,Edward D. Wood Jr.
3255,Lyle Talbot
3256,Akihiko Hirata
3257,Akira Takarada
3258,Keiju Kobayashi
3259,Ken Tanaka
3260,Yasuko Sawaguchi
3261,Tadao Takashima
3262,Yû Fujiki
3263,Kenji Sahara
3264,Fay Wray
3265,Robert Armstrong
3266,Bruce Cabot
3267,Charles Grodin
3268,Peter Elliott
3269,Meg Foster
3270,Yara Vaneau
3271,Dana Wheeler-Nicholson
3272,Hal Holbrook
3273,Brigitte Nielsen
3274,Sandahl Bergman
3275,Gedde Watanabe
3276,Alexander Godunov
3277,Roger Moore
3278,Tanya Roberts
3279,Peter Firth
3280,G.W. Bailey
3281,Bubba Smith
3282,David Graf
3283,Michael Winslow
3284,Alessandro Gassmann
3285,Francesca d'Aloja
3286,Jane Horrocks
3287,Jason Schwartzman
3288,Olivia Williams
3289,Joseph Fiennes
3290,Zeljko Ivanek
3291,John Payne
3292,Michael Moriarty
3293,Carrie Snodgress
3294,Charles Napier
3295,Marc de Jonge
3296,Hume Cronyn
3297,Nicholas Rowe
3298,Alan Cox
3299,Sophie Ward
3300,Jackie Gleason
3301,Pat E. Johnson
3302,Graham Goble
3303,Stephen Housden
3304,Chip Miller
3305,Sean McGinley
3306,Jim Caviezel
3307,Jordana Brewster
3308,Clea DuVall
3309,Laura Harris
3310,Terry Moore
3311,Ben Johnson
3312,Daniel London
3313,Mary Alice
3314,Stephen Fry
3315,Brigid Tierney
3316,Holmes Osborne
3317,Gillian Anderson
3318,Katie Sagona
3319,James Van Der Beek
3320,Phil Fondacaro
3321,Christa Denton
3322,Louis Tripp
3323,Jay Underwood
3324,David Hedison
3325,Patricia Owens
3326,John Getz
3327,Daphne Zuniga
3328,Lee Richardson
3329,Steven Bauer
3330,Caroline Williams
3331,Jim Siedow
3332,Kate Hodge
3333,Ken Foree
3334,R.A. Mihailoff
3335,Marc Price
3336,Tony Fields
3337,Lisa Orgolini
3338,Matthew Labyorteaux
3339,Michael Sharrett
3340,Gail Youngs
3341,Michael Schoeffling
3342,Helmut Qualtinger
3343,Stephen Collins
3344,John Wood
3345,Barry Miller
3346,John Meillon
3347,Rae Dawn Chong
3348,Vanity
3349,Chuck Norris
3350,Melody Anderson
3351,Jean-Luke Figueroa
3352,Stanislas Merhar
3353,Peter Mullan
3354,Louise Goodall
3355,Gary Lewis
3356,Jimmy Nail
3357,Álex Angulo
3358,Armando De Razza
3359,Santiago Segura
3360,Mike Maas
3361,Nick Fenske
3362,Mark Priolo
3363,Karlheinz Böhm
3364,Anna Massey
3365,Moira Shearer
3366,Felipe García Vélez
3367,Daphna Kastner
3368,Toni Cantó
3369,Gregg Henry
3370,Myles Berkowitz
3371,Elisabeth Wagner
3372,Richard Arlook
3373,Ben Becker
3374,Heino Ferch
3375,Ulrich Noethen
3376,Bill Basch
3377,Martin Basch
3378,Randolph Braham
3379,Julia Sweeney
3380,Julie Benz
3381,Jake Gyllenhaal
3382,Ron Livingston
3383,David Herman
3384,Massoumeh Naderi
3385,Zahra Naderi
3386,Ghorban Ali Naderi
3387,Casey Affleck
3388,Anthony Anderson
3389,Isaiah Barnes
3390,Max Becker
3391,Joshua Schaefer
3392,Keri Russell
3393,RD Robb
3394,Emma Darwall-Smith
3395,Paul Mark Elliott
3396,Gordon Kennedy
3397,Nina van Pallandt
3398,Dale Midkiff
3399,Fred Gwynne
3400,Anthony Edwards
3401,Keith Gordon
3402,Dean Martin
3403,Lee Grant
3404,Timothy Bottoms
3405,Richard Widmark
3406,Robin Riker
3407,Michael V. Gazzo
3408,Yul Brynner
3409,Richard Benjamin
3410,Richard Jordan
3411,James Franciscus
3412,Maurice Evans
3413,Claude Akins
3414,Natalie Trundy
3415,Don Murray
3416,Ricardo Montalban
3417,Bradford Dillman
3418,Ava Gardner
3419,Susan Blakely
3420,Robert Wagner
3421,Telly Savalas
3422,Andrew Asnes
3423,Rachel Berman Benz
3424,Patrick Corbin
3425,Ric Young
3426,Norman Reedus
3427,Vincent Martinez
3428,Mitchell Anderson
3429,Terrence 'T.C.' Carson
3430,Arthur J. Nascarella
3431,Stephen Earnhart
3432,Evan Handler
3433,Emily Bergl
3434,Dylan Bruno
3435,Claire Bloom
3436,Richard Johnson
3437,Heidi von Palleske
3438,Andrew Lowery
3439,Traci Lind
3440,Danny Zorn
3441,Barbara Shelley
3442,Martin Stephens
3443,Dash Mihok
3444,Philippe Nahon
3445,Blandine Lenoir
3446,Frankie Pain
3447,Martin Vidnovic
3448,Christiane Noll
3449,LisaGay Hamilton
3450,Jasmin Tabatabai
3451,Nicolette Krebitz
3452,Jamey Sheridan
3453,Rita Moreno
3454,Thomas Lyons
3455,Fred Newman
3456,Chris Phillips
3457,Geoffrey Blake
3458,James Thornton
3459,Bobby Boriello
3460,Chris Connelly
3461,Carrie-Anne Moss
3462,Heath Ledger
3463,Julia Stiles
3464,Miguel Ángel Solá
3465,Cecilia Narova
3466,Mía Maestro
3467,Natacha Régnier
3468,Yvan Attal
3469,Lee Ross
3470,Terumi Matthews
3471,Nicole Zaray
3472,Belinda Becker
3473,Jeremy Theobald
3474,Alex Haw
3475,Lucy Russell
3476,Scott Wolf
3477,Michael Vartan
3478,Teddy Robin Kwan
3479,Amie Petersen
3480,Obba Babatundé
3481,George Newbern
3482,Bella Riza
3483,Saïd Taghmaoui
3484,Mathieu Demy
3485,Jacques Bonnaffé
3486,Shawn Hatosy
3487,Michel Blanc
3488,Eduardo Noriega
3489,Penélope Cruz
3490,Chete Lera
3491,Sarah Cracknell
3492,Bob Stanley
3493,Pete Wiggs
3494,Michael A. Goorjian
3495,Ever Carradine
3496,Loren Nelson
3497,David Wenham
3498,Anne-Marie Cadieux
3499,Alexis Martin
3500,Marie Gignac
3501,Paul Bowles
3502,William S. Burroughs
3503,Cherifa
3504,Seth Green
3505,Ben Silverstone
3506,Brad Gorton
3507,Charlotte Brittain
3508,Daniel Edwards
3509,Ngoc Hiep Nguyen
3510,Ngoc Minh
3511,Phat Trieu Hoang
3512,Jack Carson
3513,Zachary Scott
3514,Kelli Maroney
3515,Robert Beltran
3516,Tony O'Dell
3517,Russell Todd
3518,Danielle von Zerneck
3519,Fisher Stevens
3520,Michael Caton
3521,Anne Tenney
3522,Stephen Curry
3523,Xiaolu Li
3524,Lopsang
3525,Zheng Qian
3526,Deon Richmond
3527,Donald Faison
3528,Guy Torry
3529,Arata Iura
3530,Erika Oda
3531,Susumu Terajima
3532,Jet Li
3533,Ching-Wan Lau
3534,Karen Mok
3535,Chris Stafford
3536,Tina Holmes
3537,Andersen Gabrych
3538,Haile Gebrselassie
3539,Shawananness Gebrselassie
3540,Yonas Zergaw
3541,Claudio Santamaria
3542,José Rafael Arango
3543,Nicole Arlyn
3544,David Cale
3545,Zbigniew Cybulski
3546,Iga Cembrzynska
3547,Elzbieta Czyzewska
3548,Zita Johann
3549,David Manners
3550,Peter Cushing
3551,Yvonne Furneaux
3552,Lon Chaney Jr.
3553,Peter Coe
3554,Virginia Christine
3555,John Carradine
3556,Robert Lowery
3557,Dick Foran
3558,Peggy Moran
3559,John Hubbard
3560,Diana Scarwid
3561,Steve Forrest
3562,Richard Pryor
3563,Helen Chandler
3564,Michael Gough
3565,Onslow Stevens
3566,J. Carrol Naish
3567,Mae Clarke
3568,John Boles
3569,Ilona Massey
3570,Patric Knowles
3571,Hazel Court
3572,Robert Urquhart
3573,Robert Paige
3574,Louise Allbritton
3575,Warren William
3576,Annie McEnroe
3577,Reb Brown
3578,John Agar
3579,Mara Corday
3580,Leo G. Carroll
3581,Barry Bostwick
3582,Mikel Conrad
3583,Pat Garrison
3584,Hantz von Teuffen
3585,Kenneth Tobey
3586,Margaret Sheridan
3587,James Arness
3588,Barbara Rush
3589,Charles Drake
3590,Gene Barry
3591,Ann Robinson
3592,Les Tremayne
3593,Faith Domergue
3594,Donald Curtis
3595,Kevin McCarthy
3596,Dana Wynter
3597,Larry Gates
3598,Peter Graves
3599,Beverly Garland
3600,Cynthia Patrick
3601,Hugh Beaumont
3602,Ray Wise
3603,Harry Guardino
3604,Rip Torn
3605,Richard McCabe
3606,Isabelle Renauld
3607,Fabrizio Bentivoglio
3608,Douglas Henshall
3609,Compay Segundo
3610,Ibrahim Ferrer
3611,Rubén González
3612,Chad Lowe
3613,Will Lyman
3614,Rafer Weigel
3615,Eric McCormack
3616,Vanessa Martinez
3617,Jean-Yves Tual
3618,Anita Ekberg
3619,Dyna Gauzy
3620,Jean-Luc Bideau
3621,Christoph Koncz
3622,Brian Blessed
3623,Peter Vaughan
3624,Mélanie Thierry
3625,Franka Potente
3626,Moritz Bleibtreu
3627,Herbert Knaup
3628,Frank D'Amico
3629,Barbara Adams
3630,Jon Stewart
3631,Minna Turunen
3632,Hannu-Pekka Björkman
3633,Pasi Löppönen
3634,Ismo Laurila
3635,Roxana Zal
3636,Denis Lavant
3637,Klaus-Michael Grüber
3638,Mathieu Amalric
3639,François Cluzet
3640,Jason Biggs
3641,Chris Klein
3642,Bill Barretta
3643,Heather Donahue
3644,Joshua Leonard
3645,Michael C. Williams
3646,Colin Firth
3647,Madison Eginton
3648,Elayn J. Taylor
3649,Richard T. Jones
3650,Joely Fisher
3651,Christian Campbell
3652,John Paul Pitoc
3653,Brad Beyer
3654,Michael Polish
3655,Mark Polish
3656,Michele Hicks
3657,Coleen Gray
3658,Vince Edwards
3659,Frank Silvera
3660,Irene Kane
3661,Jamie Smith
3662,Sue Lyon
3663,Marisa Berenson
3664,Jean-Pierre Léaud
3665,Albert Rémy
3666,Claire Maurier
3667,Cyndi Lauper
3668,Ramon Bieri
3669,J.L. Reate
3670,Stacey Glick
3671,Charles Bronson
3672,Jill Ireland
3673,Stephen Elliott
3674,Victor Love
3675,Plácido Domingo
3676,Katia Ricciarelli
3677,Justino Díaz
3678,Ray McAnally
3679,Vincent Gardenia
3680,Jonathan Haze
3681,Jackie Joseph
3682,Mel Welles
3683,Mike Starr
3684,Joan Jett
3685,Bon Jovi
3686,Richie Sambora
3687,Bonnie Bartlett
